,name,qid,measure,value
113,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",490595,recip_rank,0.09090909090909091
114,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",490595,ndcg_cut_10,0.0
115,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",490595,ndcg_cut_30,0.14672264381246683
116,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1103812,map,0.07046645102375156
117,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1103812,recip_rank,1.0
118,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1103812,ndcg_cut_10,0.26742619438551957
119,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1103812,ndcg_cut_30,0.2299859591733564
120,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87181,map,0.2626352368388486
121,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87181,recip_rank,1.0
122,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87181,ndcg_cut_10,0.39216730045683007
123,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87181,ndcg_cut_30,0.3202063612772458
124,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",443396,map,0.0034676208600288435
125,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",443396,recip_rank,0.125
126,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",443396,ndcg_cut_10,0.06943122193677725
127,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",443396,ndcg_cut_30,0.039132263881313
128,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1121709,map,0.0007507507507507507
129,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1121709,recip_rank,0.009009009009009009
130,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1121709,ndcg_cut_10,0.0
131,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1121709,ndcg_cut_30,0.0
132,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87452,map,0.06944658366625613
133,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87452,recip_rank,1.0
134,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87452,ndcg_cut_10,0.32215013905033674
135,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",87452,ndcg_cut_30,0.2296618391957614
136,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",855410,map,0.6791666666666667
137,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",855410,recip_rank,0.5
138,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",855410,ndcg_cut_10,0.7238981630719122
139,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",855410,ndcg_cut_30,0.7238981630719122
140,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1114646,map,0.10966892606260194
141,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1114646,recip_rank,1.0
142,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1114646,ndcg_cut_10,0.3892470556687624
143,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1114646,ndcg_cut_30,0.27470067623345135
144,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",19335,map,0.021874361613147455
145,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",19335,recip_rank,0.03125
146,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",19335,ndcg_cut_10,0.0
147,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",19335,ndcg_cut_30,0.0
148,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",47923,map,0.23006032419118966
149,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",47923,recip_rank,0.5
150,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",47923,ndcg_cut_10,0.3088384152434409
151,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",47923,ndcg_cut_30,0.2919802716444478
152,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",405717,map,0.10884516587766756
153,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",405717,recip_rank,0.3333333333333333
154,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",405717,ndcg_cut_10,0.21165972872883507
155,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",405717,ndcg_cut_30,0.13529400664555302
156,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",182539,map,0.2309907577868453
157,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",182539,recip_rank,1.0
158,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",182539,ndcg_cut_10,0.520783981737194
159,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",182539,ndcg_cut_30,0.35395690583257594
160,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1113437,map,0.07755780305372284
161,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1113437,recip_rank,0.14285714285714285
162,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1113437,ndcg_cut_10,0.06220037827188022
163,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1113437,ndcg_cut_30,0.12399297168751476
164,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1129237,map,0.042494266029881635
165,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1129237,recip_rank,0.04
166,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1129237,ndcg_cut_10,0.0
167,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",1129237,ndcg_cut_30,0.08071260136224506
168,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",146187,map,0.14219723681119864
169,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",146187,recip_rank,0.25
170,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",146187,ndcg_cut_10,0.2634776165655613
171,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(None(), FUnion(BR(TF_IDF), FUnion(BR(PL2), BR(Dl))))), <pyterrier.ltr.RegressionTransformer object at 0x1605801c0>)",146187,ndcg_cut_30,0.3168630544323586
